DATE ,PARTY NAME ,PARTICULAR ,COLOR ,IN-WORD,WASHING,OUT-WORD,EXTRA,RATE , AMOUNT ,DESIGN,G.P,2/,2=,2,2/=,111=,VIRUS ,QTY,,
29-Sep-2019,AL SHAMS BANGLE,RECEVIED,GOLDEN,400,,,,,0,JANOON BACHA (WHITE),4003,,,,,,,,,
29-Sep-2019,AL SHAMS BANGLE,RECEVIED,GOLDEN,400,,,,,0,GHUNGRO BACHA (WHITE),4003,,,,,,,,,
29-Sep-2019,MILAN BANGLE,RECEVIED,WHITE ,288,,,,,0,NAGIN (WHITE),4007,178,60,50,,,,,,
29-Sep-2019,MILAN BANGLE,RECEVIED,WHITE ,32,,,,,0,GOLA (WHITE),4007,,32,,,,,,,
29-Sep-2019,GOLDEN JUBLEE,WASHING ,GOLDEN,,280,,,,0,GOLA (WHITE),,100,100,50,30,,,,,
29-Sep-2019,NAJID MIRZA,WASHING ,GOLDEN,,100,,,,0,NAGIN (WHITE),,,100,,,,,,,
29-Sep-2019,DIL BHAR SHAH,WASHING ,GOLDEN,,300,,,,0,GOLA (WHITE),,100,100,100,,,,,,
29-Sep-2019,FALAK STAR ,WASHING ,GOLDEN,,428,,,,0,GOLA (WHITE),,126,114,160,28,,,,,
29-Sep-2019,FAIZAN MEMONA,WASHING ,GOLDEN,,500,,,,0,F-16 (WHITE),,200,200,100,,,,,,
29-Sep-2019,SAFFAN BANGLE,SENT,GOLDEN,,,150,150,105,15750,UJALA (WHITE),5953,,100,50,,,,,,
29-Sep-2019,SAFFAN BANGLE,SENT,GOLDEN,,,140,140,105,14700,TAJ MEHAL (WHITE),5953,,90,50,,,10 VIRUS,,,
29-Sep-2019,MILAN BANGLE,SENT,GOLDEN,,,200,200,105,21000,UJALA (WHITE),5954,200,,,,,,,,
29-Sep-2019,HASAN ZAHEER ,SENT,GOLDEN,,,300,300,105,31500,NAGIN (WHITE),5955,120,120,60,,,,,,
29-Sep-2019,HASAN ZAHEER ,SENT,GOLDEN,,,296,296,105,31080,SAPNA (WHITE),5955,116,120,60,,,4 VIRUS,,,
29-Sep-2019,FAIZAN MEMONA,SENT,WHITE ,,,360,360,48,17280,F-16 (WHITE),5956,180,120,60,,,DEFECTIVE GOLDEN,,,
30-Sep-2019,SAKHI DARBAR,RECEVIED,GOLDEN,504,,,,,0,MOR PER (WHITE),,,,,504,,,,,
30-Sep-2019,SAKHI DARBAR,RECEVIED,GOLDEN,452,,,,,0,GOLA BACHA (GOLDEN),4008,,,,,,,,,
30-Sep-2019,SAKHI DARBAR,RECEVIED,GOLDEN,138,,,,,0,NAGIN BACHA (WHITE),4008,,,,,,,,,
30-Sep-2019,SAKHI DARBAR,RECEVIED,GOLDEN,110,,,,,0,TARANG BACHA (WHITE),4008,,,,,,,,,
30-Sep-2019,SAKHI DARBAR,RECEVIED,GOLDEN,194,,,,,0,CHANDANI BACHA (WHITE),4008,,,,,,,,,
30-Sep-2019,MILAN BANGLE,RECEVIED,GOLDEN,400,,,,,0,NAGIN (WHITE),4009,150,200,50,,,,,,
30-Sep-2019,MILAN BANGLE,WASHING ,GOLDEN,,200,,,,0,NAGIN (WHITE),,,,200,,,,,,
30-Sep-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,300,,,,0,NAGIN (WHITE),,125,100,75,,,,,,
30-Sep-2019,REHAN FARHAN,WASHING ,GOLDEN,,400,,,,0,GOLA (WHITE),,200,150,50,,,,,,
30-Sep-2019,REHAN FARHAN,WASHING ,GOLDEN,,150,,,,0,GOLA (WHITE),,100,50,,,,,,,
30-Sep-2019,MILAN BANGLE,WASHING ,GOLDEN,,400,,,,0,NAGIN (WHITE),,150,200,50,,,,,,
30-Sep-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,300,,,,0,GOLA (GOLDEN),,150,100,50,,,,,,
30-Sep-2019,MILAN BANGLE,SENT,GOLDEN,,,60,60,100,6000,FANOOSE (WHITE),5957,,40,20,,,,,,
30-Sep-2019,MILAN BANGLE,SENT,GOLDEN,,,350,350,100,35000,UJALA (WHITE),5957,100,250,,,,,,,
30-Sep-2019,MILAN BANGLE,SENT,GOLDEN,,,245,245,100,24500,BALDAR K (WHITE),5957,195,,50,,,,,,
30-Sep-2019,SAFFAN BANGLE,SENT,GOLDEN,,,249,249,100,24900,GOLA (WHITE),5958,125,87,37,,,51 VIRUS,,,
30-Sep-2019,MILAN BANGLE,SENT,GOLDEN,,,100,100,100,10000,UJALA (WHITE),5959,,,100,,,,,,
30-Sep-2019,MILAP BANGLE,SENT,GOLDEN,,,250,250,100,25000,NAGIN (WHITE),5960,100,100,50,,,50 VIRUS,,,
30-Sep-2019,SHAHID HIRA,SENT,GOLDEN,,,200,200,100,20000,GOLA (GOLDEN),5961,,200,,,,,,,
30-Sep-2019,HINA NAEEM,SENT,GOLDEN,,,71,71,150,10650,BHATTI KARA,5962,,,,,,,,,
1-Oct-2019,SAJJAD BANGLE,RECEVIED,GOLDEN,250,,,,,0,GOLA (GOLDEN),4010,,,,250,,,,,
1-Oct-2019,REHAN AMAN,RECEVIED,GOLDEN,300,,,,,0,GOLA (GOLDEN),4011,150,100,50,,,,,,
1-Oct-2019,SAFFAN BANGLE,RECEVIED,GOLDEN,300,,,,,0,JUGNO (WHITE),4012,150,100,50,,,,,,
1-Oct-2019,HANFIYA BANGLE,WASHING ,GOLDEN,,300,,,,0,GOLA (GOLDEN),,100,100,100,,,,,,
1-Oct-2019,MILAN BANGLE,WASHING ,WHITE ,,288,,,,0,NAGIN (WHITE),,178,60,50,,,,,,
1-Oct-2019,MILAN BANGLE,WASHING ,WHITE ,,32,,,,0,GOLA (WHITE),,,32,,,,,,,
1-Oct-2019,MILAN BANGLE,WASHING ,WHITE ,,50,,,,0,GOLA (WHITE),,,,,50,,,,,
1-Oct-2019,KASHIF BHAI TAHIR,WASHING ,GOLDEN,,65,,,,0,UJALA (WHITE),,65,,,,,,,,
1-Oct-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,200,,,,0,UJALA (WHITE),,100,100,,,,,,,
1-Oct-2019,AL NOOR BANGLE,WASHING ,GOLDEN,,140,,,,0,UJALA (WHITE),,,140,,,,,,,
1-Oct-2019,MILAP BANGLE,WASHING ,GOLDEN,,300,,,,0,NAGIN (WHITE),,150,100,50,,,,,,
1-Oct-2019,AL NOOR BANGLE,WASHING ,GOLDEN,,450,,,,0,NAGIN (WHITE),,,100,150,200,,,,,
1-Oct-2019,MILAP BANGLE,WASHING ,GOLDEN,,300,,,,0,KAJAL (WHITE),,150,100,50,,,,,,
1-Oct-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,300,,,,0,JUGNO (WHITE),,150,100,50,,,,,,
1-Oct-2019,SAJJAD BANGLE,SENT,GOLDEN,,,535,535,105,56175,UJALA (WHITE),5963,235,180,120,,,,,,
1-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,250,250,105,26250,TAJ MEHAL (WHITE),5964,200,50,,,,,,,
1-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,137,137,105,14385,TARANG (WHITE),5964,50,50,37,,,,,,
2-Oct-2019,AL SHAMS BANGLE,RECEVIED,GOLDEN,150,,,,,0,JHALAK (WHITE),4013,,,,150,,,,,
2-Oct-2019,AL SHAMS BANGLE,RECEVIED,GOLDEN,25,,,,,0,KANTA (WHITE),4013,,,,25,,,,,
2-Oct-2019,AL SHAMS BANGLE,RECEVIED,GOLDEN,30,,,,,0,TARANG (WHITE),4013,,,,30,,,,,
2-Oct-2019,AL SHAMS BANGLE,RECEVIED,GOLDEN,15,,,,,0,SHAMA (WHITE),4013,,,,15,,,,,
2-Oct-2019,SAJJAD BANGLE,RECEVIED,GOLDEN,300,,,,,0,TAJ MEHAL (WHITE),4014,150,100,50,,,,,,
2-Oct-2019,SAJJAD BANGLE,RECEVIED,GOLDEN,500,,,,,0,KANTA (WHITE),4014,,,,200,,,,,
2-Oct-2019,SAJJAD BANGLE,RECEVIED,GOLDEN,186,,,,,0,SHAMA (WHITE),4014,150,26,10,,,,,,
2-Oct-2019,REHAN FARHAN,RECEVIED,GOLDEN,150,,,,,0,JHALAK (WHITE),4015,150,,,,,,,,
2-Oct-2019,REHAN FARHAN,RECEVIED,GOLDEN,100,,,,,0,UJALA (WHITE),4015,,100,,,,,,,
2-Oct-2019,REHAN FARHAN,RECEVIED,GOLDEN,64,,,,,0,SHAMA (WHITE),4015,,64,,,,,,,
2-Oct-2019,REHAN AMAN,RECEVIED,GOLDEN,300,,,,,0,GOLA (WHITE),4016,,200,100,,,,,,
2-Oct-2019,MILAP BANGLE,RECEVIED,GOLDEN,200,,,,,0,NAGIN (WHITE),4017,200,,,,,,,,
2-Oct-2019,NAJID MIRZA,RECEVIED,GOLDEN,300,,,,,0,NAGIN BACHA (WHITE),4024,,,,,,,,,
2-Oct-2019,MILAN BANGLE,WASHING ,GOLDEN,,500,,,,0,NAGIN (WHITE),,500,,,,,,,,
2-Oct-2019,REHAN FARHAN,WASHING ,GOLDEN,,265,,,,0,SHAMA (WHITE),,150,65,50,,,,,,
2-Oct-2019,MILAP BANGLE,WASHING ,GOLDEN,,300,,,,0,UJALA (WHITE),,150,100,50,,,,,,
2-Oct-2019,REHAN FARHAN,WASHING ,GOLDEN,,300,,,,0,UJALA (WHITE),,150,100,50,,,,,,
2-Oct-2019,REHAN FARHAN,WASHING ,GOLDEN,,250,,,,0,JHALAK (WHITE),,150,100,,,,,,,
2-Oct-2019,KASHIF BHAI TAHIR,WASHING ,GOLDEN,,120,,,,0,GOLA (GOLDEN),,120,,,,,,,,
2-Oct-2019,MAKKAH BANGLE,WASHING ,GOLDEN,,350,,,,0,FANOOSE (WHITE),,150,120,80,,,,,,
2-Oct-2019,DATA BANGLE,WASHING ,GOLDEN,,300,,,,0,JANOON (WHITE),,150,100,50,,,,,,
2-Oct-2019,SAJJAD BANGLE,WASHING ,GOLDEN,,300,,,,0,NAGIN (WHITE),,150,100,50,,,,,,
2-Oct-2019,REHAN FARHAN,SENT,GOLDEN,,,500,500,105,52500,GOLA (WHITE),5965,200,300,,,,,,,
2-Oct-2019,SHAHID HIRA,SENT,GOLDEN,,,262,262,105,27510,GOLA (GOLDEN),5966,180,,82,,,,,,
2-Oct-2019,GOLDEN JUBLEE,SENT,GOLDEN,,,250,250,105,26250,GOLA (WHITE),5967,100,100,50,,,,,,
2-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,400,400,105,42000,NAGIN (WHITE),5968,150,200,50,,,,,,
2-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,94,94,105,9870,TAJ MEHAL (WHITE),5968,100,,,,,6,VIRUS,,
2-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,87,87,105,9135,TAJ MEHAL (WHITE),5969,,87,,,,,,,
2-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,100,100,105,10500,NAGIN (WHITE),5969,,,100,,,,,,
2-Oct-2019,MILAN BANGLE,SENT,WHITE ,,,288,288,48,13824,NAGIN (WHITE),5969,178,60,50,,,,,,
2-Oct-2019,MILAN BANGLE,SENT,WHITE ,,,32,32,50,1600,GOLA (WHITE),5969,,,,,,,,,
3-Oct-2019,KASHIF BHAI TAHIR,RECEVIED,GOLDEN,100,,,,,0,GOLA (GOLDEN),,100,,,,,,,,
3-Oct-2019,MILAN BANGLE,RECEVIED,GOLDEN,300,,,,,0,NAGIN (WHITE),4018,,300,,,,,,,
3-Oct-2019,MILAP BANGLE,RECEVIED,GOLDEN,140,,,,,0,SHAMA (WHITE),4019,,140,,,,,,,
3-Oct-2019,SAJJAD BANGLE,RECEVIED,GOLDEN,200,,,,,0,JHALAK (WHITE),4020,,,,200,,,,,
3-Oct-2019,SAJJAD BANGLE,RECEVIED,GOLDEN,20,,,,,0,UJALA (WHITE),4020,,20,,,,,,,
3-Oct-2019,HASAN ZAHEER ,RECEVIED,GOLDEN,300,,,,,0,NAGIN (WHITE),4021,150,100,50,,,,,,
3-Oct-2019,NAJID MIRZA,RECEVIED,GOLDEN,670,,,,,0,GOLA BACHA (GOLDEN),4022,,,,,,,,,
3-Oct-2019,SAFFAN BANGLE,RECEVIED,GOLDEN,300,,,,,0,GOLA BACHA (WHITE),4023,,,,,,,,,
3-Oct-2019,FAIZAN MEMONA,WASHING ,GOLDEN,,300,,,,0,F-16 (WHITE),,90,140,70,,,,,,
3-Oct-2019,MILAP BANGLE,WASHING ,GOLDEN,,140,,,,0,SADA BHAR (WHITE),,100,15,25,,,,,,
3-Oct-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,289,,,,0,NAGIN (WHITE),,150,89,50,,,,,,
3-Oct-2019,MAKKAH BANGLE,WASHING ,GOLDEN,,200,,,,0,NAGIN (WHITE),,,,,200,,,,,
3-Oct-2019,NAJID MIRZA,WASHING ,GOLDEN,,50,,,,0,NAGIN (WHITE),,,,,50,,,,,
3-Oct-2019,FAIZAN MEMONA,WASHING ,GOLDEN,,50,,,,0,TAJ MEHAL (WHITE),,,,50,,,,,,
3-Oct-2019,MILAN BANGLE,WASHING ,GOLDEN,,300,,,,0,NAGIN (WHITE),,,300,,,,,,,
3-Oct-2019,HASAN ZAHEER ,WASHING ,GOLDEN,,300,,,,0,NAGIN (WHITE),,150,100,50,,,,,,
3-Oct-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,400,,,,0,UJALA (WHITE),,300,,100,,,,,,
3-Oct-2019,MILAN BANGLE,WASHING ,GOLDEN,,300,,,,0,NAGIN (WHITE),,,,,300,,,,,
3-Oct-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,175,,,,0,KAJAL (WHITE),,150,25,,,,,,,
3-Oct-2019,AL SHAMS BANGLE,SENT,GOLDEN,,,300,300,105,31500,NAGIN (WHITE),5970,125,100,75,,,,,,
3-Oct-2019,MILAP BANGLE,SENT,GOLDEN,,,300,300,105,31500,NAGIN (WHITE),5971,150,100,50,,,,,,
3-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,500,500,105,52500,NAGIN (WHITE),5972,500,,,,,,,,
3-Oct-2019,AL NOOR BANGLE,SENT,GOLDEN,,,200,200,105,21000,NAGIN (WHITE),5973,,,,200,,,,,
3-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,300,300,105,31500,SADA BHAR (WHITE),5974,150,100,50,,,,,,
3-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,120,120,105,12600,NAGIN (WHITE),5975,,120,,,,,,,
3-Oct-2019,SAFFAN BANGLE,SENT,GOLDEN,,,280,280,105,29400,UJALA (WHITE),5976,180,100,,,,VIRUS,70,,
3-Oct-2019,SAFFAN BANGLE,SENT,GOLDEN,,,100,100,105,10500,JUGNO (WHITE),5976,,100,,,,,,,
3-Oct-2019,SAFFAN BANGLE,SENT,GOLDEN,,,122,122,105,12810,KAJAL (WHITE),5976,72,20,30,,,,,,
5-Oct-2019,AL QURESH BANGLE,RECEVIED,GOLDEN,400,,,,,0,GOLA BACHA (GOLDEN),4025,,,,,,,,,
5-Oct-2019,FALAK STAR ,RECEVIED,GOLDEN,300,,,,,0,JANOON (WHITE),4026,150,100,50,,,,,,
5-Oct-2019,MILAP BANGLE,WASHING ,GOLDEN,,300,,,,0,JANOON (WHITE),,150,100,50,,,,,,
5-Oct-2019,DATA BANGLE,WASHING ,GOLDEN,,300,,,,0,JANOON (WHITE),,150,100,50,,,,,,
5-Oct-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,300,,,,0,UJALA (WHITE),,125,100,75,,,,,,
5-Oct-2019,MILAP BANGLE,WASHING ,GOLDEN,,281,,,,0,UJALA (WHITE),,131,100,50,,,,,,
5-Oct-2019,REHAN FARHAN,WASHING ,GOLDEN,,200,,,,0,KAJAL (WHITE),,100,70,30,,,,,,
5-Oct-2019,FAIZAN MEMONA,WASHING ,GOLDEN,,200,,,,0,TAJ MEHAL (WHITE),,100,60,40,,,,,,
5-Oct-2019,MILAN BANGLE,WASHING ,GOLDEN,,200,,,,0,NAGIN (WHITE),,,,,200,,,,,
5-Oct-2019,SAJJAD BANGLE,WASHING ,GOLDEN,,300,,,,0,TAJ MEHAL (WHITE),,150,100,50,,,,,,
5-Oct-2019,AL SHADAB BANGLE,SENT,GOLDEN,,,500,500,105,52500,NAGIN (WHITE),5977,200,200,100,,,,,,
5-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,32,32,105,3360,BALDAR K (WHITE),5978,,,32,,,,,,
5-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,261,261,105,27405,NAGIN (WHITE),5978,,,,261,,,,,
5-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,17,17,105,1785,TARANG (WHITE),5978,,,17,,,,,,
5-Oct-2019,NAJID MIRZA,SENT,GOLDEN,,,170,170,105,17850,NAGIN (WHITE),5979,50,,120,,,,,,
5-Oct-2019,SAFFAN BANGLE,SENT,GOLDEN,,,194,194,105,20370,JUGNO (WHITE),5980,146,,48,,,6 VIRUS,,,
5-Oct-2019,MILAP BANGLE,SENT,GOLDEN,,,110,110,105,11550,UJALA (WHITE),5981,110,,,,,,,,
5-Oct-2019,AL NOOR BANGLE,CANCEL,CANCEL,,,,,,0,CANCEL,5982,,,,,,250 TORA BANGLE LENI HAI,,,
6-Oct-2019,MAKKAH BANGLE,RECEVIED,GOLDEN,640,,,,,0,NAGIN (WHITE),4027,280,240,120,,,,,,
6-Oct-2019,MAKKAH BANGLE,RECEVIED,GOLDEN,140,,,,,0,SAPNA (WHITE),4027,140,,,,,,,,
6-Oct-2019,NAJID MIRZA,RECEVIED,GOLDEN,315,,,,,0,NAGIN BACHA (WHITE),4028,,,,,,,,,
6-Oct-2019,AL SHAMS BANGLE,RECEVIED,GOLDEN,127,,,,,0,TARANG (WHITE),4029,,,,127,,,,,
6-Oct-2019,AL SHAMS BANGLE,RECEVIED,GOLDEN,15,,,,,0,BARFI (WHITE),4029,,,,15,,,,,
6-Oct-2019,AMIR L.G,RECEVIED,GOLDEN,250,,,,,0,GOLA (WHITE),4030,100,100,50,,,,,,
6-Oct-2019,KASHIF BHAI TAHIR,RECEVIED,GOLDEN,40,,,,,0,GOLA (GOLDEN),,20,,20,,,,,,
6-Oct-2019,SAFFAN BANGLE,RECEVIED,GOLDEN,200,,,,,0,GOLA (WHITE),4031,150,,50,,,,,,
6-Oct-2019,MILAN BANGLE,RECEVIED,GOLDEN,140,,,,,0,KANTA (WHITE),4032,,,,140,,,,,
6-Oct-2019,MILAN BANGLE,RECEVIED,GOLDEN,132,,,,,0,BARFI (WHITE),4032,,,,132,,,,,
6-Oct-2019,MILAN BANGLE,RECEVIED,GOLDEN,100,,,,,0,UJALA (WHITE),4032,,,,100,,,,,
6-Oct-2019,MILAN BANGLE,RECEVIED,GOLDEN,93,,,,,0,SADA BHAR (WHITE),4032,,,,93,,,,,
6-Oct-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,200,,,,0,JHALAK (WHITE),,,200,,,,,,,
6-Oct-2019,FALAK STAR ,WASHING ,GOLDEN,,300,,,,0,JANOON (WHITE),,150,100,50,,,,,,
6-Oct-2019,AL NOOR BANGLE,WASHING ,GOLDEN,,50,,,,0,TAJ MEHAL (WHITE),,50,,,,,,,,
6-Oct-2019,SAJJAD BANGLE,WASHING ,GOLDEN,,200,,,,0,KANTA (WHITE),,,,,200,,,,,
6-Oct-2019,MILAP BANGLE,WASHING ,GOLDEN,,140,,,,0,SHAMA (WHITE),,,140,,,,,,,
6-Oct-2019,SAJJAD BANGLE,WASHING ,GOLDEN,,186,,,,0,SHAMA (WHITE),,150,26,10,,,,,,
6-Oct-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,300,,,,0,KAJAL (WHITE),,125,100,75,,,,,,
6-Oct-2019,MAKKAH BANGLE,WASHING ,GOLDEN,,640,,,,0,NAGIN (WHITE),,280,240,120,,,,,,
6-Oct-2019,MAKKAH BANGLE,WASHING ,GOLDEN,,140,,,,0,SAPNA (WHITE),,140,,,,,,,,
6-Oct-2019,REHAN FARHAN,SENT,GOLDEN,,,262,262,105,27510,SHAMA (WHITE),5983,149,64,49,,,2 VIRUS,,,
6-Oct-2019,SAJJAD BANGLE,SENT,GOLDEN,,,281,281,105,29505,NAGIN (WHITE),5984,150,100,31,,,19 VIRUS,,,
6-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,200,200,105,21000,NAGIN (WHITE),5985,,,,200,,,,,
6-Oct-2019,MILAP BANGLE,SENT,GOLDEN,,,292,292,105,30660,KAJAL (WHITE),5986,150,100,42,,,8 VIRUS,,,
6-Oct-2019,DATA BANGLE,SENT,GOLDEN,,,287,287,105,30135,JANOON (WHITE),5987,137,100,50,,,VIRUS,13,,
7-Oct-2019,SAFFAN BANGLE,RECEVIED,GOLDEN,100,,,,,0,GOLA (WHITE),4033,,100,,,,,,,
7-Oct-2019,SAFFAN BANGLE,RECEVIED,GOLDEN,100,,,,,0,GHUNGRO (WHITE),4033,,,,100,,,,,
7-Oct-2019,KASHIF BHAI (REHAN FARHAN),RECEVIED,GOLDEN,580,,,,,0,NAGIN (WHITE),4035,230,220,130,,,,,,
7-Oct-2019,MAKKAH BANGLE,RECEVIED,GOLDEN,370,,,,,0,TAJ MEHAL (WHITE),4036,170,150,50,,,,,,
7-Oct-2019,MAKKAH BANGLE,RECEVIED,GOLDEN,100,,,,,0,SADA BHAR (WHITE),4036,100,,,,,,,,
7-Oct-2019,MILAN BANGLE,RECEVIED,GOLDEN,125,,,,,0,KANTA (WHITE),4037,95,20,10,,,,,,
7-Oct-2019,SAFFAN BANGLE,RECEVIED,GOLDEN,200,,,,,0,BARFI BACHA (WHITE),4034,,,,,,,,,
7-Oct-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,300,,,,0,GOLA BACHA (WHITE),,,,,,,,,,
7-Oct-2019,SHAHID HIRA,WASHING ,GOLDEN,,450,,,,0,GOLA BACHA (WHITE),,,,,,,,,,
7-Oct-2019,MILAP BANGLE,WASHING ,GOLDEN,,112,,,,0,NAGIN (WHITE),,,,,112,,,,,
7-Oct-2019,SHERIYAR BANGLE,WASHING ,GOLDEN,,120,,,,0,CHANDANI BACHA (WHITE),,,,,,,,,,
7-Oct-2019,SHERIYAR BANGLE,WASHING ,GOLDEN,,120,,,,0,BALDAR K BACHA (WHITE),,,,,,,,,,
7-Oct-2019,SHERIYAR BANGLE,WASHING ,GOLDEN,,53,,,,0,MURAI KATTE ,,17,23,13,,,,,,
7-Oct-2019,AL QURESH BANGLE,WASHING ,GOLDEN,,500,,,,0,GOLA BACHA (GOLDEN),,,,,,,,,,
7-Oct-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,200,,,,0,UJALA (WHITE),,,200,,,,,,,
7-Oct-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,300,,,,0,SHAMA (WHITE),,300,,,,,,,,
7-Oct-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,300,,,,0,SHAMA (WHITE),,300,,,,,,,,
7-Oct-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,150,,,,0,JHALAK (WHITE),,150,,,,,,,,
7-Oct-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,200,,,,0,BARFI BACHA (WHITE),,,,,,,,,,
7-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,240,240,105,25200,NAGIN (WHITE),5988,,240,,,,,,,
7-Oct-2019,MILAP BANGLE,SENT,GOLDEN,,,40,40,105,4200,UJALA (WHITE),5989,40,,,,,,,,
7-Oct-2019,MILAP BANGLE,SENT,GOLDEN,,,150,150,105,15750,UJALA (WHITE),5990,,100,50,,,,,,
7-Oct-2019,MILAP BANGLE,SENT,GOLDEN,,,300,300,105,31500,JANOON (WHITE),5990,150,100,50,,,,,,
7-Oct-2019,MILAN BANGLE,SENT,GOLDEN,,,39,39,105,4095,NAGIN (WHITE),5991,,,,39,,,,,
7-Oct-2019,MAKKAH BANGLE,SENT,GOLDEN,,,303,303,105,31815,FANOOSE (WHITE),5992,150,120,33,,,47 VIRUS,,,
7-Oct-2019,HASAN ZAHEER ,SENT,GOLDEN,,,300,300,105,31500,NAGIN (WHITE),5993,150,100,50,,,,,,
7-Oct-2019,AL SHAMS BANGLE,SENT,GOLDEN,,,300,300,105,31500,UJALA (WHITE),5994,125,100,75,,,,,,
7-Oct-2019,SAFFAN BANGLE,SENT,GOLDEN,,,329,329,105,34545,UJALA (WHITE),5995,229,,100,,,,,,
7-Oct-2019,SAJJAD BANGLE,SENT,GOLDEN,,,300,300,105,31500,TAJ MEHAL (WHITE),5996,150,100,50,,,,,,
7-Oct-2019,FAIZAN MEMONA,SENT,GOLDEN,,,200,200,105,21000,TAJ MEHAL (WHITE),5997,100,60,40,,,,,,
7-Oct-2019,FALAK STAR ,SENT,GOLDEN,,,252,252,105,26460,JANOON (WHITE),5998,102,100,50,,,48 VIRUS,,,
7-Oct-2019,MILAP BANGLE,SENT,GOLDEN,,,300,300,105,31500,SADA BHAR (WHITE),5999,150,100,50,,,,,,
8-Oct-2019,MILAP BANGLE,RECEVIED,GOLDEN,60,,,,,0,SHAMA (WHITE),4038,,60,,,,,,,
8-Oct-2019,KASHIF BHAI (REHAN FARHAN),RECEVIED,GOLDEN,190,,,,,0,NAGIN (WHITE),,150,40,,,,,,,
8-Oct-2019,REHAN FARHAN,RECEVIED,GOLDEN,36,,,,,0,SHAMA (WHITE),4039,,36,,,,,,,
8-Oct-2019,MAKKAH BANGLE,RECEVIED,GOLDEN,180,,,,,0,SAPNA (WHITE),4040,,120,60,,,,,,
8-Oct-2019,MILAP BANGLE,RECEVIED,GOLDEN,300,,,,,0,KANTA (WHITE),4038,,200,100,,,,,,
8-Oct-2019,FALAK STAR ,RECEVIED,GOLDEN,300,,,,,0,UJALA (WHITE),4041,100,150,50,,,,,,
8-Oct-2019,AL QURESH BANGLE,WASHING ,GOLDEN,,400,,,,0,GOLA BACHA (GOLDEN),,,,,,,,,,
8-Oct-2019,MILAN BANGLE,WASHING ,GOLDEN,,300,,,,0,UJALA (WHITE),,,,,300,,,,,
8-Oct-2019,MAKKAH BANGLE,WASHING ,GOLDEN,,180,,,,0,SAPNA (WHITE),,,120,60,,,,,,
8-Oct-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,400,,,,0,FANOOSE BACHA (WHITE),,,,,,,,,,
8-Oct-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,260,,,,0,SHAMA (WHITE),,260,,,,,,,,
8-Oct-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,400,,,,0,JHALAK BACHA (WHITE),,,,,,,,,,
8-Oct-2019,FAZAL-E-RABBI,WASHING ,GOLDEN,,176,,,,0,GOLA (BLACK),,48,48,48,,32,,,,
8-Oct-2019,FAIZAN MEMONA,SENT,GOLDEN,,,250,250,105,26250,NAGIN (WHITE),6000,100,50,,100,,,,,
8-Oct-2019,MAKKAH BANGLE,SENT,GOLDEN,,,450,440,105,47250,NAGIN (WHITE),6001,,240,,200,,,,,
8-Oct-2019,SAFFAN BANGLE,SENT,GOLDEN,,,300,300,105,31500,GOLA BACHA (WHITE),6002,,,,,,,,,
8-Oct-2019,SAFFAN BANGLE,SENT,GOLDEN,,,45,45,105,4725,FANOOSE (WHITE),6002,,,,45,,5 VIRUS,,,
8-Oct-2019,MILAP BANGLE,SENT,GOLDEN,,,280,286,105,29400,TAJ MEHAL (WHITE),6003,150,80,50,,,,,,
8-Oct-2019,REHAN FARHAN,SENT,GOLDEN,,,191,191,105,20055,KAJAL (WHITE),6004,100,70,21,,,9 VIRUS,,,
8-Oct-2019,REHAN FARHAN,SENT,GOLDEN,,,172,172,105,18060,GOLA (WHITE),6004,,57,115,,,,,,
